id	maxSort	miniSort	successRate	moneyTyep	price	material1	magicNumber	material2	material3	material4	material5	material6	materials
1104009	1	4	100	1	33300	40059	2	40060	40063	40064			[{40059,2},{40060,2},{40063,2},{40064,2}]
1104010	1	4	100	1	38000	40065	3	40066	40067	40068			[{40065,3},{40066,3},{40067,3},{40068,3}]
1104011	1	4	100	1	43000	40069	3	40070	40071	40072			[{40069,3},{40070,3},{40071,3},{40072,3}]
1104012	1	4	100	1	50000	40073	4	40074	40075	40076			[{40073,4},{40074,4},{40075,4},{40076,4}]
1105002	1	5	100	1	2000	40001	1	40009	40010	40004			[{40001,1},{40009,1},{40010,1},{40004,1}]
1105003	1	5	100	1	4500	40011	1	40019	40020	40014			[{40011,1},{40019,1},{40020,1},{40014,1}]
1105004	1	5	100	1	7000	40022	1	40025	40027	40029			[{40022,1},{40025,1},{40027,1},{40029,1}]
1105005	1	5	100	1	12000	40032	1	40034	40036	40038			[{40032,1},{40034,1},{40036,1},{40038,1}]
1105006	1	5	100	1	18000	40042	1	40043	40044	40045			[{40042,1},{40043,1},{40044,1},{40045,1}]
1105007	1	5	100	1	24000	40049	2	40050	40051	40052			[{40049,2},{40050,2},{40051,2},{40052,2}]
1105008	1	5	100	1	29000	40053	2	40054	40057	40058			[{40053,2},{40054,2},{40057,2},{40058,2}]
1105009	1	5	100	1	33300	40059	2	40060	40063	40064			[{40059,2},{40060,2},{40063,2},{40064,2}]
1105010	1	5	100	1	38000	40065	3	40066	40067	40068			[{40065,3},{40066,3},{40067,3},{40068,3}]
1105011	1	5	100	1	43000	40069	3	40070	40071	40072			[{40069,3},{40070,3},{40071,3},{40072,3}]
1105012	1	5	100	1	50000	40073	4	40074	40075	40076			[{40073,4},{40074,4},{40075,4},{40076,4}]
1106002	1	6	100	1	2000	40001	1	40009	40010	40004			[{40001,1},{40009,1},{40010,1},{40004,1}]
1106003	1	6	100	1	4500	40011	1	40019	40020	40014			[{40011,1},{40019,1},{40020,1},{40014,1}]
1106004	1	6	100	1	7000	40022	1	40025	40027	40029			[{40022,1},{40025,1},{40027,1},{40029,1}]
1106005	1	6	100	1	12000	40032	1	40034	40036	40038			[{40032,1},{40034,1},{40036,1},{40038,1}]
1106006	1	6	100	1	18000	40042	1	40043	40044	40045			[{40042,1},{40043,1},{40044,1},{40045,1}]
1106007	1	6	100	1	24000	40049	2	40050	40051	40052			[{40049,2},{40050,2},{40051,2},{40052,2}]
1106008	1	6	100	1	29000	40053	2	40054	40057	40058			[{40053,2},{40054,2},{40057,2},{40058,2}]
1106009	1	6	100	1	33300	40059	2	40060	40063	40064			[{40059,2},{40060,2},{40063,2},{40064,2}]
1106010	1	6	100	1	38000	40065	3	40066	40067	40068			[{40065,3},{40066,3},{40067,3},{40068,3}]
1106011	1	6	100	1	43000	40069	3	40070	40071	40072			[{40069,3},{40070,3},{40071,3},{40072,3}]
1106012	1	6	100	1	50000	40073	4	40074	40075	40076			[{40073,4},{40074,4},{40075,4},{40076,4}]
1107002	1	7	100	1	2000	40001	1	40009	40010	40004			[{40001,1},{40009,1},{40010,1},{40004,1}]
1107003	1	7	100	1	4500	40011	1	40019	40020	40014			[{40011,1},{40019,1},{40020,1},{40014,1}]
1107004	1	7	100	1	7000	40022	1	40025	40027	40029			[{40022,1},{40025,1},{40027,1},{40029,1}]
1107005	1	7	100	1	12000	40032	1	40034	40036	40038			[{40032,1},{40034,1},{40036,1},{40038,1}]
1107006	1	7	100	1	18000	40042	1	40043	40044	40045			[{40042,1},{40043,1},{40044,1},{40045,1}]
1107007	1	7	100	1	24000	40049	2	40050	40051	40052			[{40049,2},{40050,2},{40051,2},{40052,2}]
1107008	1	7	100	1	29000	40053	2	40054	40057	40058			[{40053,2},{40054,2},{40057,2},{40058,2}]
1107009	1	7	100	1	33300	40059	2	40060	40063	40064			[{40059,2},{40060,2},{40063,2},{40064,2}]
1107010	1	7	100	1	38000	40065	3	40066	40067	40068			[{40065,3},{40066,3},{40067,3},{40068,3}]
1107011	1	7	100	1	43000	40069	3	40070	40071	40072			[{40069,3},{40070,3},{40071,3},{40072,3}]
1107012	1	7	100	1	50000	40073	4	40074	40075	40076			[{40073,4},{40074,4},{40075,4},{40076,4}]
1113002	2	1	100	1	2000	40001	1	40002	40003	40004			[{40001,1},{40002,1},{40003,1},{40004,1}]
1113003	2	1	100	1	4500	40011	1	40012	40013	40014			[{40011,1},{40012,1},{40013,1},{40014,1}]
1113004	2	1	100	1	7000	40021	1	40022	40023	40024			[{40021,1},{40022,1},{40023,1},{40024,1}]
1113005	2	1	100	1	12000	40031	1	40032	40033	40034			[{40031,1},{40032,1},{40033,1},{40034,1}]
1113006	2	1	100	1	18000	40039	1	40040	40041	40042			[{40039,1},{40040,1},{40041,1},{40042,1}]
1113007	2	1	100	1	24000	40046	2	40047	40048	40049			[{40046,2},{40047,2},{40048,2},{40049,2}]
1113008	2	1	100	1	29000	40053	2	40054	40055	40056			[{40053,2},{40054,2},{40055,2},{40056,2}]
1113009	2	1	100	1	33300	40059	2	40060	40061	40062			[{40059,2},{40060,2},{40061,2},{40062,2}]
1113010	2	1	100	1	38000	40065	3	40066	40067	40068			[{40065,3},{40066,3},{40067,3},{40068,3}]
1113011	2	1	100	1	43000	40069	3	40070	40071	40072			[{40069,3},{40070,3},{40071,3},{40072,3}]
1113012	2	1	100	1	50000	40073	4	40074	40075	40076			[{40073,4},{40074,4},{40075,4},{40076,4}]
1114002	2	2	100	1	2000	40001	1	40005	40006	40004			[{40001,1},{40005,1},{40006,1},{40004,1}]
1114003	2	2	100	1	4500	40011	1	40015	40016	40014			[{40011,1},{40015,1},{40016,1},{40014,1}]
1114004	2	2	100	1	7000	40023	1	40024	40025	40026			[{40023,1},{40024,1},{40025,1},{40026,1}]
1114005	2	2	100	1	12000	40033	1	40034	40035	40036			[{40033,1},{40034,1},{40035,1},{40036,1}]
1114006	2	2	100	1	18000	40040	1	40041	40042	40043			[{40040,1},{40041,1},{40042,1},{40043,1}]
1114007	2	2	100	1	24000	40047	2	40048	40049	40050			[{40047,2},{40048,2},{40049,2},{40050,2}]
1114008	2	2	100	1	29000	40054	2	40055	40056	40057			[{40054,2},{40055,2},{40056,2},{40057,2}]
1114009	2	2	100	1	33300	40060	2	40061	40062	40063			[{40060,2},{40061,2},{40062,2},{40063,2}]
1114010	2	2	100	1	38000	40065	3	40066	40067	40068			[{40065,3},{40066,3},{40067,3},{40068,3}]
1114011	2	2	100	1	43000	40069	3	40070	40071	40072			[{40069,3},{40070,3},{40071,3},{40072,3}]
1114012	2	2	100	1	50000	40073	4	40074	40075	40076			[{40073,4},{40074,4},{40075,4},{40076,4}]
1115002	2	3	100	1	2000	40001	1	40007	40008	40004			[{40001,1},{40007,1},{40008,1},{40004,1}]
1115003	2	3	100	1	4500	40011	1	40017	40018	40014			[{40011,1},{40017,1},{40018,1},{40014,1}]
1115004	2	3	100	1	7000	40025	1	40026	40027	40028			[{40025,1},{40026,1},{40027,1},{40028,1}]
1115005	2	3	100	1	12000	40035	1	40036	40037	40038			[{40035,1},{40036,1},{40037,1},{40038,1}]
1115006	2	3	100	1	18000	40041	1	40042	40043	40044			[{40041,1},{40042,1},{40043,1},{40044,1}]
1115007	2	3	100	1	24000	40048	2	40049	40050	40051			[{40048,2},{40049,2},{40050,2},{40051,2}]
1115008	2	3	100	1	29000	40055	2	40056	40057	40058			[{40055,2},{40056,2},{40057,2},{40058,2}]
1115009	2	3	100	1	33300	40061	2	40062	40063	40064			[{40061,2},{40062,2},{40063,2},{40064,2}]
1115010	2	3	100	1	38000	40065	3	40066	40067	40068			[{40065,3},{40066,3},{40067,3},{40068,3}]
1115011	2	3	100	1	43000	40069	3	40070	40071	40072			[{40069,3},{40070,3},{40071,3},{40072,3}]
1115012	2	3	100	1	50000	40073	4	40074	40075	40076			[{40073,4},{40074,4},{40075,4},{40076,4}]
12012	3	1	80	2	5	12011	4						[{12011,4}]
12022	3	1	80	2	5	12021	4						[{12021,4}]
12032	3	1	80	2	5	12031	4						[{12031,4}]
12042	3	1	80	2	5	12041	4						[{12041,4}]
12052	3	1	80	2	5	12051	4						[{12051,4}]
12062	3	1	80	2	5	12061	4						[{12061,4}]
12072	3	1	80	2	5	12071	4						[{12071,4}]
12082	3	1	80	2	5	12081	4						[{12081,4}]
12092	3	1	80	2	5	12091	4						[{12091,4}]
12102	3	1	80	2	5	12101	4						[{12101,4}]
12013	3	2	65	2	10	12012	4						[{12012,4}]
12023	3	2	65	2	10	12022	4						[{12022,4}]
12033	3	2	65	2	10	12032	4						[{12032,4}]
12043	3	2	65	2	10	12042	4						[{12042,4}]
12053	3	2	65	2	10	12052	4						[{12052,4}]
12063	3	2	65	2	10	12062	4						[{12062,4}]
12073	3	2	65	2	10	12072	4						[{12072,4}]
12083	3	2	65	2	10	12082	4						[{12082,4}]
12093	3	2	65	2	10	12092	4						[{12092,4}]
12103	3	2	65	2	10	12102	4						[{12102,4}]
12014	3	3	50	2	30	12013	3						[{12013,3}]
12024	3	3	50	2	30	12023	3						[{12023,3}]
12034	3	3	50	2	30	12033	3						[{12033,3}]
12044	3	3	50	2	30	12043	3						[{12043,3}]
12054	3	3	50	2	30	12053	3						[{12053,3}]
12064	3	3	50	2	30	12063	3						[{12063,3}]
12074	3	3	50	2	30	12073	3						[{12073,3}]
12084	3	3	50	2	30	12083	3						[{12083,3}]
12094	3	3	50	2	30	12093	3						[{12093,3}]
12104	3	3	50	2	30	12103	3						[{12103,3}]
12015	3	4	50	2	50	12014	2						[{12014,2}]
12025	3	4	50	2	50	12024	2						[{12024,2}]
12035	3	4	50	2	50	12034	2						[{12034,2}]
12045	3	4	50	2	50	12044	2						[{12044,2}]
12055	3	4	50	2	50	12054	2						[{12054,2}]
12065	3	4	50	2	50	12064	2						[{12064,2}]
12075	3	4	50	2	50	12074	2						[{12074,2}]
12085	3	4	50	2	50	12084	2						[{12084,2}]
12095	3	4	50	2	50	12094	2						[{12094,2}]
12105	3	4	50	2	50	12104	2						[{12104,2}]
300011	4	1	100	2	60	14011	3	14021	14031				[{14011,3},{14021,1},{14031,1}]
300012	4	1	100	2	60	14011	1	14021	14031				[{14011,1},{14021,3},{14031,1}]
300013	4	1	100	2	60	14011	1	14021	14031				[{14011,1},{14021,1},{14031,3}]
300014	4	1	100	2	80	14041	8	30000					[{14041,8},{30000,5}]
300021	4	2	100	2	110	14012	8	14022	14032				[{14012,8},{14022,3},{14032,3}]
300022	4	2	100	2	110	14012	3	14022	14032				[{14012,3},{14022,8},{14032,3}]
300023	4	2	100	2	110	14012	3	14022	14032				[{14012,3},{14022,3},{14032,8}]
300024	4	2	100	2	150	14042	20	30000					[{14042,20},{30000,10}]
300031	4	3	100	2	170	14013	15	14023	14033				[{14013,15},{14023,6},{14033,6}]
300032	4	3	100	2	170	14013	6	14023	14033				[{14013,6},{14023,15},{14033,6}]
300033	4	3	100	2	170	14013	6	14023	14033				[{14013,6},{14023,6},{14033,15}]
300034	4	3	100	2	220	14043	25	30000					[{14043,25},{30000,15}]
300041	4	4	100	2	210	14014	20	14024	14034				[{14014,20},{14024,9},{14034,9}]
300042	4	4	100	2	210	14014	9	14024	14034				[{14014,9},{14024,20},{14034,9}]
300043	4	4	100	2	210	14014	9	14024	14034				[{14014,9},{14024,9},{14034,20}]
300044	4	4	100	2	300	14044	40	30000					[{14044,40},{30000,30}]
30001	5	1	100	2	50	30001	10	30000					[{30001,10},{30000,15}]
30003	5	1	100	2	50	30003	10	30000					[{30003,10},{30000,15}]
30002	5	1	100	2	50	30002	10	30000					[{30002,10},{30000,15}]
30004	5	1	100	2	50	30004	10	30000					[{30004,10},{30000,15}]
30005	5	1	100	2	50	30005	10	30000					[{30005,10},{30000,15}]
30006	5	1	100	2	50	30006	10	30000					[{30006,10},{30000,15}]
30007	5	1	100	2	50	30007	10	30000					[{30007,10},{30000,15}]
30008	5	1	100	2	50	30008	10	30000					[{30008,10},{30000,15}]
30009	5	1	100	2	50	30009	10	30000					[{30009,10},{30000,15}]
30010	5	1	100	2	50	30010	10	30000					[{30010,10},{30000,15}]
30011	5	1	100	2	50	30011	10	30000					[{30011,10},{30000,15}]
30015	5	2	100	2	100	30015	20	30000					[{30015,20},{30000,25}]
30012	5	3	100	2	150	30012	40	30000					[{30012,40},{30000,45}]
30013	5	2	100	2	100	30013	20	30000					[{30013,20},{30000,25}]
30014	5	1	100	2	50	30014	10	30000					[{30014,10},{30000,15}]
30016	5	2	100	2	100	30016	20	30000					[{30016,20},{30000,25}]
30017	5	2	100	2	100	30017	20	30000					[{30017,20},{30000,25}]
30018	5	1	100	2	50	30018	10	30000					[{30018,10},{30000,15}]
30019	5	1	100	2	50	30019	10	30000					[{30019,10},{30000,15}]
30020	5	1	100	2	50	30020	10	30000					[{30020,10},{30000,15}]
30021	5	1	100	2	50	30021	10	30000					[{30021,10},{30000,15}]
30022	5	2	100	2	100	30022	20	30000					[{30022,20},{30000,25}]
30023	5	3	100	2	150	30023	40	30000					[{30023,40},{30000,45}]
30024	5	2	100	2	100	30024	30	30000					[{30024,30},{30000,35}]
30025	5	3	100	2	150	30025	40	30000					[{30025,40},{30000,45}]
30026	5	3	100	2	150	30026	40	30000					[{30026,40},{30000,45}]
300045	4	1	100	2	9999	14044	999						[{14044,999}]
300046	4	2	100	2	9999	14044	999						[{14044,999}]
300047	4	2	100	2	9999	14044	999						[{14044,999}]
300048	4	3	100	2	9999	14044	999						[{14044,999}]
300049	4	3	100	2	9999	14044	999						[{14044,999}]
300050	4	4	100	2	9999	14044	999						[{14044,999}]
15001	5	2	100	1	8000	15004	4						[{15004,4}]
15002	5	2	100	1	15000	15005	6						[{15005,6}]
15003	5	2	100	1	30000	15006	8						[{15006,8}]
2103030	1	3	100	1	8000	41001	25						[{41001,25}]
2103031	1	3	100	1	8000	2103030	1	41001					[{2103030,1},{41001,40}]
2103032	1	3	100	1	10000	2103031	1	41001					[{2103031,1},{41001,80}]
2103033	1	3	100	1	100000	2103032	1	41001					[{2103032,1},{41001,160}]
2103034	1	3	100	1	300000	2103033	1	41001					[{2103033,1},{41001,200}]
