id	tid
87	0
87	10101
87	10102
87	10103
88	0
88	0
89	0
89	0
90	40017
90	0
90	10101
90	10102
90	10103
91	0
91	0
92	0
92	0
93	40018
93	0
93	10101
93	10102
93	10103
94	0
94	0
95	0
95	0
96	40019
96	0
96	10101
96	10102
96	10103
97	0
97	0
98	0
98	0
99	40020
99	0
99	10101
99	10102
99	10103
100	0
101	0
102	40021
102	0
102	10101
102	10102
102	10103
103	0
104	0
104	0
105	40022
105	0
105	10101
105	10102
105	10103
106	0
107	0
108	40023
108	0
108	10101
108	10102
108	10103
109	0
109	0
110	0
110	0
111	40024
111	0
111	10101
111	10102
111	10103
112	0
112	0
113	0
113	0
114	40025
114	0
114	10101
114	10102
114	10103
115	0
116	0
116	0
117	40026
117	10101
117	10102
117	10103
118	0
118	0
119	0
119	0
120	40027
120	0
120	10101
120	10102
120	10103
121	0
121	0
122	0
122	0
123	40028
123	0
123	10101
123	10102
123	10103
124	0
124	0
125	0
125	0
126	40029
126	0
126	10101
126	10102
126	10103
127	0
127	0
128	0
128	0
129	40031
129	0
129	10101
129	10102
129	10103
130	0
130	0
131	0
131	0
132	40032
132	0
132	10101
132	10102
132	10103
133	0
133	0
134	0
134	0
135	40033
135	0
135	10101
135	10102
135	10103
136	0
136	0
137	0
137	0
138	40034
138	0
138	10101
138	10102
138	10103
139	0
139	0
140	0
140	0
141	40035
141	0
141	10101
141	10102
141	10103
142	0
142	0
143	0
143	0
144	40036
144	0
144	10101
144	10102
144	10103
145	0
145	0
146	0
146	0
147	40037
147	0
147	10101
147	10102
147	10103
148	0
148	0
149	0
149	0
150	40038
150	0
150	10101
150	10102
150	10103
151	0
151	0
152	0
152	0
153	40039
153	0
153	10101
153	10102
153	10103
154	0
154	0
155	0
155	0
156	40040
156	0
156	10101
156	10102
156	10103
157	0
157	0
158	0
158	0
159	40041
159	0
159	10101
159	10102
159	10103
160	0
161	0
162	40042
162	0
162	10101
162	10102
162	10103
163	0
163	0
164	0
164	0
165	40043
165	0
165	10101
165	10102
165	10103
166	0
166	0
167	0
167	0
168	40044
168	0
168	10101
168	10102
168	10103
169	0
169	0
170	0
170	0
171	40045
171	0
171	10101
171	10102
171	10103
172	0
172	0
173	0
173	0
174	40046
174	0
174	10101
174	10102
174	10103
175	0
176	0
176	0
177	40047
177	0
177	10101
177	10102
177	10103
178	0
178	0
179	0
180	40048
180	0
180	10101
180	10102
180	10103
181	0
181	0
182	0
182	0
183	40049
183	10101
183	10102
183	10103
184	0
185	0
185	0
186	40050
186	0
186	10101
186	10102
186	10103
187	0
187	0
188	0
189	40051
189	0
189	10101
189	10102
189	10103
190	0
190	0
191	0
191	0
192	40052
192	0
192	10101
192	10102
192	10103
193	0
193	0
194	0
194	0
195	40053
195	0
195	10101
195	10102
195	10103
196	0
196	0
197	0
197	0
198	40054
198	0
198	10101
198	10102
198	10103
199	0
199	0
200	0
201	40055
201	0
201	10101
201	10102
201	10103
202	0
202	0
203	0
203	0
204	40056
204	10101
204	10102
204	10103
205	0
206	0
206	0
207	40057
207	0
207	10101
207	10102
207	10103
208	0
208	0
209	0
209	0
210	40058
210	0
210	10101
210	10102
210	10103
211	0
212	0
212	0
213	40059
213	0
213	10101
213	10102
213	10103
214	0
214	0
215	0
215	0
216	40060
216	0
216	10101
216	10102
216	10103
217	0
217	0
218	0
218	0
219	40061
219	0
219	10101
219	10102
219	10103
220	0
220	0
221	0
221	0
222	40062
222	0
222	10101
222	10102
222	10103
223	0
223	0
224	0
224	0
225	40063
225	0
225	10101
225	10102
225	10103
226	0
226	0
227	0
227	0
228	40064
228	0
228	10101
228	10102
228	10103
229	0
229	0
230	0
230	0
231	40065
231	0
231	10101
231	10102
231	10103
232	0
232	0
233	0
233	0
234	40066
234	0
234	10101
234	10102
234	10103
235	0
235	0
236	0
236	0
237	40067
237	0
237	10101
237	10102
237	10103
238	0
238	0
239	10106
239	0
240	40068
240	0
240	10101
240	10102
240	10103
241	10106
241	0
242	0
242	0
243	40069
243	0
243	10101
243	10102
243	10103
244	10106
244	0
245	10106
245	0
246	40070
246	0
246	10101
246	10102
246	10103
247	0
247	0
248	10106
248	0
249	40071
249	0
249	10101
249	10102
249	10103
250	10106
250	0
251	10106
251	0
252	40072
252	0
252	10101
252	10102
252	10103
253	10106
253	0
254	0
254	0
255	40073
255	10106
255	10101
255	10102
255	10103
256	0
256	0
257	10106
257	0
258	40073
258	0
258	10101
258	10102
258	10103
259	10106
259	0
260	0
260	0
261	40074
261	0
261	10101
261	10102
261	10103
262	10106
262	0
263	0
263	0
264	40074
264	0
264	10101
264	10102
264	10103
1001	10101
1001	0
1002	10102
1002	10101
1002	0
1003	10103
1003	10102
1003	0
1004	10103
1004	10102
1004	0
1004	30001
1004	30006
1005	10104
1005	10103
1005	0
1006	10104
1006	10103
1006	0
1006	30010
1006	30019
1007	10105
1007	10104
1007	0
1008	10106
1008	10105
1008	10104
1008	0
1009	10106
1009	10105
1009	10104
1009	30007
1009	30008
1010	10106
1010	10105
1010	10104
1010	30020
1010	30021
1011	10106
1011	10105
1011	10104
1011	30014
1011	30016
1012	10106
1012	10105
1012	10104
1012	30012
1012	30025
1013	10107
1013	10106
1013	10105
1014	13001
1014	0
1014	10101
1014	10102
1014	10103
1015	13002
1015	0
1015	10101
1015	10102
1015	10103
1016	13002
1016	0
1016	10101
1016	10102
1016	10103
1016	30003
1016	30004
1017	13003
1017	0
1017	10101
1017	10102
1017	10103
1018	13003
1018	0
1018	10101
1018	10102
1018	10103
1018	30002
1018	30005
1019	13004
1019	0
1019	10101
1019	10102
1019	10103
1020	13004
1020	0
1020	10101
1020	10102
1020	10103
1020	30009
1020	30017
1021	13005
1021	0
1021	10101
1021	10102
1021	10103
1022	13005
1022	0
1022	10101
1022	10102
1022	10103
1022	30018
1022	30011
1023	13005
1023	0
1023	10101
1023	10102
1023	10103
1023	30022
1023	30024
1024	13006
1024	0
1024	10101
1024	10102
1024	10103
1025	13006
1025	0
1025	10101
1025	10102
1025	10103
1025	30013
1025	30023
1026	40076
1026	0
1026	10101
1026	10102
1026	10103
1026	30015
1026	30026
20001	12071
20001	30000
20001	2101001
20001	0
20002	12091
20002	30000
20002	2102001
20002	0
20003	12031
20003	30000
20003	2103001
20003	0
20004	12011
20004	30000
20004	2104001
20004	0
20005	12041
20005	30000
20005	2105001
20005	0
20006	12061
20006	30000
20006	2106001
20006	0
20007	12081
20007	30000
20007	2107001
20007	0
20008	12021
20008	30000
20008	2113001
20008	0
20009	12091
20009	30000
20009	2114001
20009	0
20010	12071
20010	30000
20010	2115001
20010	0
20011	12091
20011	30000
20011	2113001
20011	0
20012	12031
20012	30000
20012	2114001
20012	0
20013	12011
20013	30000
20013	2115001
20013	0
20014	12041
20014	30000
20014	2101002
20014	0
20015	12061
20015	30000
20015	2102002
20015	0
20016	12081
20016	30000
20016	2103002
20016	0
20017	12021
20017	30000
20017	2104002
20017	0
20018	12091
20018	30000
20018	2105002
20018	0
20019	12071
20019	30000
20019	2106002
20019	0
20020	12091
20020	30000
20020	2107002
20020	0
20021	12031
20021	30000
20021	2113002
20021	0
20022	12011
20022	30000
20022	2114002
20022	0
20023	12041
20023	30000
20023	2115002
20023	0
20024	12061
20024	30000
20024	2113003
20024	0
20025	12081
20025	30000
20025	2114003
20025	0
20026	12021
20026	30000
20026	2115003
20026	0
20027	12091
20027	30000
20027	2101003
20027	0
20028	12071
20028	30000
20028	2102003
20028	0
20029	12091
20029	30000
20029	2103003
20029	0
20030	12031
20030	30000
20030	2104003
20030	0
20031	12011
20031	30000
20031	2105003
20031	0
20032	12041
20032	30000
20032	2106003
20032	0
20033	12061
20033	30000
20033	2107003
20033	0
20034	12081
20034	30000
20034	2113004
20034	0
20035	12021
20035	30000
20035	2114004
20035	0
20036	12091
20036	30000
20036	2115004
20036	0
20037	12071
20037	30000
20037	2107004
20037	0
20038	12091
20038	30000
20038	2106004
20038	0
20039	12031
20039	30000
20039	2105004
20039	0
20040	12011
20040	30000
20040	2104004
20040	2102004
20040	0
20041	12041
20041	30000
20041	2103004
20041	2101004
20041	0
20042	12061
20042	30000
20042	2113005
20042	0
20043	12081
20043	30000
20043	2114005
20043	0
20044	12021
20044	30000
20044	2115005
20044	0
20045	12091
20045	30000
20045	2107005
20045	0
20046	12071
20046	30000
20046	2106005
20046	0
20047	12091
20047	30000
20047	2105005
20047	0
20048	12031
20048	30000
20048	2104005
20048	0
20049	12012
20049	30000
20049	2103005
20049	0
20050	12042
20050	30000
20050	2102005
20050	2101005
20050	0
20051	12062
20051	30000
20051	2113006
20051	0
20052	12082
20052	30000
20052	2114006
20052	0
20053	12021
20053	30000
20053	2115006
20053	0
20054	12091
20054	30000
20054	2101006
20054	2102006
20054	0
20055	12071
20055	30000
20055	2103006
20055	2104006
20055	0
20056	12091
20056	30000
20056	2105006
20056	2106006
20056	0
20057	12031
20057	30000
20057	2107006
20057	0
20058	12012
20058	30000
20058	2113007
20058	0
20059	12042
20059	30000
20059	2114007
20059	0
20060	12062
20060	30000
20060	2115007
20060	0
20061	12082
20061	30000
20061	2107007
20061	2106007
20061	0
20062	12021
20062	30000
20062	2105007
20062	2104007
20062	0
20063	12091
20063	30000
20063	2103007
20063	2102007
20063	2101007
20063	0
20064	12071
20064	30000
20064	2113008
20064	0
20065	12091
20065	30000
20065	2114008
20065	0
20066	12031
20066	30000
20066	2115008
20066	0
20067	12012
20067	30000
20067	2107008
20067	2106008
20067	0
20068	12042
20068	30000
20068	2105008
20068	2104008
20068	0
20069	12062
20069	30000
20069	2103008
20069	2102008
20069	0
20070	12082
20070	30000
20070	2101008
20070	0
20071	12021
20071	30000
20071	2113009
20071	0
20072	12091
20072	30000
20072	2114009
20072	0
20073	12071
20073	30000
20073	2115009
20073	0
20074	12091
20074	30000
20074	2107009
20074	2106009
20074	0
20075	12031
20075	30000
20075	2105009
20075	2104009
20075	0
20076	12012
20076	30000
20076	2103009
20076	2102009
20076	0
20077	12042
20077	30000
20077	2101009
20077	0
20078	12062
20078	30000
20078	2113010
20078	2101010
20078	2102010
20078	0
20079	12082
20079	30000
20079	2114010
20079	2103010
20079	2104010
20079	0
20080	12071
20080	30000
20080	2115010
20080	2105010
20080	2106010
20080	2107010
20080	0
20081	12091
20081	30000
20081	2113011
20081	2107011
20081	2106011
20081	2105011
20081	0
20082	12031
20082	30000
20082	2114011
20082	2104011
20082	2103011
20082	0
20083	12012
20083	30000
20083	2115011
20083	2102011
20083	2101011
20083	0
20084	12042
20084	30000
20084	2113012
20084	2107012
20084	0
20085	12062
20085	30000
20085	2114012
20085	2106012
20085	0
20086	12082
20086	30000
20086	2115012
20086	2105012
20086	0
20087	12021
20087	30000
20087	2104012
20087	2103012
20087	0
20088	12091
20088	40075
20088	2102012
20088	2101012
20088	0
30001	14014
30001	14024
30001	14034
30001	14044
30001	0
30002	14013
30002	14023
30002	14033
30002	14043
30002	0
30003	14013
30003	14023
30003	14033
30003	14042
30003	14012
30003	14022
30003	14032
30003	0
30004	14012
30004	14022
30004	14032
30004	14042
30004	0
30005	14011
30005	14021
30005	14031
30005	14041
30005	0
30006	14011
30006	14021
30006	14031
30006	0
300001	0
